x,y,z,player_name
437639.46875,308431.59375,3729.545166015625,Sangkhan
373983.75,294623.375,8876.013671875,arsbog
269249.15625,287794.53125,6320.67578125,hhshka
368121.75,437951.0625,4734.60888671875,SALAHADDlN
366477.21875,440082.21875,4781.16748046875,Al-Akca
327558.96875,525789.75,13501.25,Andarsan1911
375215.5,433432.46875,5608.16064453125,X1aoCiQVQ
376367.53125,435656.21875,6744.3828125,F1LL-
374956.0625,434975.78125,5626.93017578125,Fvllxn
362336.46875,417447.75,5459.625,edilov713
360060.8125,418668.25,5977.234375,FeelMyBlood
366200.1875,417479.0,5556.74169921875,Harlem87
367824.375,429978.09375,6149.6826171875,Musya32
272063.875,517919.875,11825.744140625,sanchous46
252416.890625,536261.25,15141.7001953125,1l1A
267123.125,513829.84375,12272.2861328125,CamryK
332555.90625,524709.125,14423.6103515625,DOrse25
356521.0,315786.59375,16989.107421875,TUVA_A_SHOT_17
236293.0625,589151.125,18959.615234375,aribarb
348569.25,318082.84375,14177.8642578125,hemiwina
370765.46875,420944.09375,6591.4716796875,2_kolesa
357086.40625,315037.21875,22175.423828125,TUVA_BRATXXXL
218903.125,174688.09375,23356.33984375,CaptainTheSue
369697.125,429875.65625,5833.5068359375,SLEEP_NS
213475.46875,200441.8125,8306.53125,Chuuuuunima
256661.046875,518487.09375,13551.7529296875,Andarsan1911
174609.359375,216490.0,14005.9072265625,Zxclownnnnn
222570.625,171552.90625,21538.505859375,AdyanO_O
227879.28125,170026.71875,19816.248046875,Namikaze08
302815.40625,502765.6875,11526.9931640625,Nikola_SS
42480.16796875,97297.625,20304.95703125,Ruzzzzki
278521.25,522176.15625,11501.12890625,ZA4EM_GOD
376069.6875,436083.46875,6391.6484375,F1LL-
374258.1875,437441.4375,6165.50537109375,X1aoCiQVQ
194847.859375,402563.8125,7572.919921875,dimas123856290
363944.0,421929.5625,5537.65185546875,Gadzhiev1
569433.125,552872.4375,22963.310546875,012KZ
366391.65625,423439.5625,5540.4873046875,Myasnik_KZ
249161.703125,541113.0,15937.564453125,BertramSch
574124.625,558048.3125,15073.416015625,012RKZ
227961.515625,248451.734375,13205.734375,Bomars1117
187444.328125,404920.6875,7938.35595703125,IlIlIlIlIIl_-
368455.34375,421256.75,6772.060546875,Gimatov7__
368090.75,421550.5,6310.51904296875,Sham4us
374546.09375,436542.28125,6376.0126953125,Fvllxn
185776.28125,411291.09375,7178.1806640625,dishniev
533196.1875,602855.5,16304.52734375,Cyber_Side_Aqtau
255958.671875,524994.6875,14484.3701171875,KALMYKIA-_-08rus
378916.59375,429549.5,4873.71044921875,POBI0123
442773.0625,547178.5625,19685.39453125,Buxai_YKT
262454.65625,529216.9375,14845.4921875,ababcdcdefefGG
372337.53125,427869.34375,4907.83056640625,terrible100
259045.859375,527440.375,14344.5693359375,KhlmG_TnGch
262695.0625,530076.1875,14882.275390625,OmManiPadmeHum-
257121.703125,540017.75,15189.59765625,q0r1
174265.953125,308218.6875,9286.181640625,Ofeu-
369239.71875,429812.5625,6291.4853515625,Henaksis
364554.0625,418381.96875,5837.54248046875,K_I_R123
326239.65625,358248.84375,13706.5537109375,M500XM
360218.6875,418867.21875,5991.66943359375,Drug_AmuRa
370942.6875,423857.25,6309.0029296875,EnemyForever
259002.609375,549181.25,16526.353515625,TMT-KENT
271846.8125,542520.125,15003.306640625,delaesh_Twitch
261971.9375,534038.125,14877.8935546875,rakal_eba
295139.8125,525042.0625,12880.28515625,Makkaka077
365343.875,440384.0,6565.9306640625,Rantarin
365111.84375,421205.78125,5530.662109375,Ayuskhan125
367813.21875,428464.875,5333.02880859375,YuppiYoYuppiYey
450678.84375,546250.6875,21493.705078125,Cwbk_Se7enZzzzz
460761.71875,536927.625,19879.412109375,4ngel_SKY
441443.1875,533990.75,19845.08203125,05TuT
443286.5,548774.0625,20814.451171875,GSclub_XBoss
261361.1875,527549.875,14337.8916015625,OrganizerPain
326223.78125,357974.40625,13803.890625,BrateZz
213295.234375,407782.90625,6377.82177734375,aribarb
322205.46875,349287.90625,13706.4296875,Doni_Adriano
369986.21875,421049.125,6310.45458984375,2_kolesa
501395.15625,429482.65625,11043.19921875,MrA2cat
361896.28125,299018.9375,7715.5693359375,lolobani
265896.1875,549316.9375,15884.6748046875,Hail_Suhrob
171153.84375,282432.03125,9030.462890625,Funny_TV
262412.65625,541599.0625,16118.962890625,asadulaev111
258480.8125,539288.0,15024.83203125,RebornShkuff
448061.28125,547174.25,21107.78125,grakon
365693.15625,439923.0,6565.9814453125,Cook_do_ob98
232982.265625,61892.0625,8787.9833984375,a1223123124
365517.09375,424419.40625,5493.8779296875,Gadzhiev1
265140.875,150864.1875,7174.77490234375,DarkMan2401
401263.65625,307208.78125,8512.333984375,vanya22882
366201.375,440373.125,4781.56494140625,95jx_-
369767.5,428116.125,6617.87060546875,URAGAN_888
373012.1875,429285.9375,6139.41943359375,NELEGAL_TVV
370043.21875,434699.75,4762.62060546875,Sic_-KKKkk
371744.09375,434745.09375,4767.158203125,hayedeh
370981.21875,423277.84375,7125.755859375,Gimatov7__
366146.53125,441597.3125,7388.74365234375,SumperMario
171955.75,287236.34375,9030.5771484375,AltF4-_20
365340.0625,432364.65625,5551.4453125,KMAR1
371798.1875,423167.84375,6346.392578125,1440x108O
474045.25,566236.8125,21607.93359375,bOzzzzz_
261186.71875,525863.5,14326.662109375,Clark_Vaghiscas
469482.9375,568015.1875,20451.052734375,antki77972
472510.375,581311.9375,21321.501953125,AGPMaLu
370829.34375,439808.96875,5006.4453125,Pppppoman
271971.0625,542116.625,14903.3837890625,snakeeJJ
504909.125,429514.15625,8976.638671875,DingFuRn
400233.28125,386242.40625,6353.00439453125,Midori9a
273483.5625,129520.0859375,5502.7958984375,JustAmirElla
372200.40625,298905.09375,8196.6025390625,XYQ_My3b1KanT
504928.3125,430688.59375,9068.2294921875,Ccmadeitright
370202.3125,441178.0625,5882.404296875,ChinaLYB2222
371708.0625,427215.84375,4904.4375,maincontrol-
400123.03125,389845.6875,6442.58251953125,one_ykt
259782.546875,527256.8125,14352.53125,Streng_
369957.9375,429663.3125,6107.7216796875,NAVYSEX
165661.765625,290147.5,16578.52734375,wertyman28
457746.09375,559930.9375,19788.46484375,aquzzy
327858.125,127372.1875,6491.81982421875,ManicVandal_9zw
301887.875,113974.6796875,5377.80078125,Ly_xie
374163.78125,427963.8125,4929.66650390625,YAkUDZAAA1
373031.46875,429456.25,5358.09228515625,CHUPR_SAKHA
377283.375,446281.3125,5247.05908203125,ddjdjdjdjddjdjj
363145.0625,78844.9765625,8959.5361328125,FXXD
362383.125,435087.625,4739.47705078125,K1se_Ryota
371239.25,442879.96875,4609.0419921875,Boogimen86
366487.46875,440021.78125,6271.384765625,KokaMakaron
369869.125,442804.4375,5488.29345703125,haiseeees
363867.40625,478926.125,7015.9189453125,SladkayaVatka
462458.28125,264746.90625,3245.242431640625,OSADI
462041.125,267153.78125,3138.7607421875,GeRmEs
463991.6875,269846.71875,3862.435302734375,DIVERIA
158326.140625,286491.9375,12011.333984375,Car-for-those
318567.96875,348244.4375,13892.1572265625,SokingZ
462891.875,269614.09375,3115.59814453125,Weern
376152.25,369531.90625,13373.337890625,K_I_R123
326697.34375,358103.125,14695.3486328125,H1TAK1R1
187574.328125,402804.75,7964.890625,Luuovo-
317054.625,341539.6875,14168.166015625,wraith-king1
176463.921875,296136.34375,10082.861328125,Hail_Suhrob
513373.5,351984.71875,11086.38671875,Brat1ska
152847.265625,281560.59375,11409.65234375,S12KDBS1897
185506.109375,408508.875,7250.4052734375,iLSD-
184548.5,410948.125,7869.19873046875,Shark_ii2c
610476.8125,80263.0078125,7194.60400390625,Excommun1cat1on
152536.796875,283658.875,9663.8271484375,SwaT_KoV
485024.25,352645.125,11458.1015625,Farleon_ast
175347.484375,296137.0625,9770.353515625,Maruf_1995
423328.78125,285481.9375,5110.80322265625,boogeyMan_911
437310.4375,279539.875,5063.58642578125,Myasnik_KZ
435155.90625,279992.0,5053.560546875,LOVUSHKER_01
435157.1875,279584.34375,5383.2333984375,th3own
530364.5625,345386.71875,14410.529296875,Erlawkaaaa
578520.375,83513.1640625,6668.36279296875,Sonogava
253749.421875,512831.34375,14322.3017578125,M0K_BaiGei
185107.0,410125.5625,7219.63232421875,TaKoB_nyTb
440452.65625,280146.4375,5037.77197265625,TimA014
575195.9375,76446.3515625,8294.1474609375,Grizi174
437491.875,276031.4375,5037.9208984375,holy1892
433834.96875,287219.625,5447.09619140625,Phoenix_B32
437381.5,279586.9375,5063.4443359375,podnasvaem-
374845.875,291755.21875,8767.4609375,70sheih
208619.828125,288090.5625,9204.626953125,Gaberan
259345.28125,513496.65625,17149.892578125,M0K_JuJu
514381.09375,355132.1875,11468.662109375,Jabien
172841.0,295978.40625,10082.671875,SAF_W
437655.5,279814.28125,5494.33740234375,ChinaLYB2222
321287.59375,359639.5625,13706.6220703125,snysoviy666
255634.71875,508671.53125,15992.9482421875,M0K_MeiFanNao
452853.125,140545.46875,13917.494140625,akireu
434661.15625,157026.28125,11759.0458984375,AbbasBaxtiyar
250125.34375,496583.90625,16795.109375,M0K_Dx1ong
197539.90625,399110.96875,6444.5859375,Toma244
146674.109375,421412.375,7872.3701171875,Million94
186392.0,400377.6875,6777.65380859375,BieFanWoK_
186125.421875,407152.875,8602.8466796875,Ada_Songkk
184893.546875,297299.75,10179.6025390625,Amonim777
175226.203125,305615.78125,9399.1767578125,ZLT_Kolyan
167825.546875,287024.34375,10059.853515625,Ccmadeitright
176522.59375,293233.5625,10048.529296875,n1KarHo
330289.03125,429131.65625,6402.806640625,lilzeezy
537257.3125,356127.90625,13018.6162109375,frans_frans
524099.96875,362393.0625,9635.6025390625,sOdaOneTap
484954.4375,353012.59375,13218.6142578125,o476-_-
491815.65625,354754.0625,12302.107421875,Buxai_YKT
437023.125,201229.71875,6690.3876953125,ManicVandal_9zw
436444.4375,175524.421875,6735.49755859375,Ly_xie
359421.625,751016.1875,-216.0309295654297,Alvo2K
348688.5,757383.5625,-1147.32861328125,gumanoidkz
354804.40625,758319.5,-615.1708984375,BURNIN11
354218.90625,757006.1875,-1075.722900390625,Brodiaga28
366993.4375,287892.4375,7240.59814453125,Baga-Shelby
374311.875,297383.59375,7076.68212890625,kotikdice_-
368201.15625,289707.625,8220.4150390625,DaBuDeTsHoU-KZ
368683.84375,289667.09375,7681.44091796875,DaBuDeTsHoU_KZ
555374.125,151987.734375,7737.11962890625,bloody_madness
361771.40625,298853.875,9021.7060546875,KpEveDko
363569.65625,433532.21875,5253.26953125,1vs4nip
369414.34375,428238.5625,4907.94677734375,CegbMoe-He6o
541847.6875,131211.71875,6205.08837890625,boss_diavola
366334.46875,438355.09375,5075.29931640625,AtlasF
371507.3125,299377.09375,7446.14404296875,aboshsh
439945.25,532112.875,21325.080078125,yezuuus
368757.5,424665.90625,6607.29248046875,AskaZoo
322572.46875,360485.1875,14292.205078125,stepan_saxarov
327174.0,358227.40625,14018.763671875,Akiooooooooooo
602461.1875,636142.125,1546.9736328125,Sm1ttyGun
363787.46875,303643.59375,8434.84765625,Mr__Berns
374382.8125,298184.90625,7310.93017578125,Medoed-_-
619121.5,629271.1875,-1032.722412109375,Arqasha2H
553444.3125,146799.28125,5543.73095703125,Mayonezniy-
540100.875,150150.4375,4838.79052734375,Darik_KZ
369279.09375,434004.75,5238.32373046875,Mendation
553425.3125,144412.0625,5371.01416015625,krasich-
361727.8125,300369.59375,7820.20263671875,Roman1337pussy
370209.65625,297779.09375,7163.087890625,hardovskiy
559525.375,144257.171875,5246.4130859375,Gent1ecat
483081.8125,564267.9375,21308.642578125,Niger_95
373575.40625,299967.25,7704.1416015625,Ayanskiy_
560780.25,279202.6875,14870.3388671875,Tyloo_J1aoyang
585088.5625,242040.8125,17854.125,TLG_White
482636.71875,564410.125,21333.646484375,Turgut095
542462.375,165478.203125,4480.57275390625,aribarb
366110.5,440090.21875,6565.8466796875,ZTB_SIMBA
367204.75,438927.25,6565.8349609375,IvIako
377757.875,428583.6875,5372.71630859375,Fenixks
615394.75,641716.125,-914.931884765625,ali_0155
367988.53125,440462.1875,5122.216796875,m9cHuk_13
366571.03125,439947.28125,4815.248046875,Aizhan_Bayzakova
449226.5625,547195.5,21535.0859375,Suhoyu
565404.125,261760.90625,4809.107421875,tiger5215
376479.40625,432447.25,4808.91650390625,HULIGAN125
376567.75,435210.71875,5989.14306640625,MACKYHEM
530678.375,367331.4375,9431.2392578125,fzrx
524746.9375,376452.75,10082.8203125,POK1LS
515791.5625,373638.09375,11109.11328125,KR1S_0R
362216.0625,301917.0,7605.0224609375,Dilza313
361703.40625,303578.4375,9062.708984375,Jake_kz3
360359.1875,300395.625,9098.9677734375,Kana1986t
614062.1875,468562.96875,10753.0498046875,Tverdokhleb89
621772.75,469505.65625,9074.8134765625,TolRni4
623939.125,471982.5625,13652.6982421875,EC_4eTuHeH-CureM
371078.90625,424382.3125,6617.73681640625,BLACKMATTTE
256764.390625,539688.6875,15692.4736328125,RRRRRRRRRRRRRRL
270025.5625,540417.625,15508.7685546875,koko_Ocean
251437.546875,529611.625,14188.353515625,hudayoh
564059.6875,60759.88671875,8916.162109375,shroudkz
259334.921875,527803.9375,14322.1474609375,n9she4ka
261023.421875,520871.59375,12534.59765625,VORGUFAKA
297111.90625,261508.484375,6921.2041015625,MAKTRAHER_show
249398.75,530859.9375,14234.8662109375,8KK1
367808.0625,424477.53125,6596.5625,MAXpro163
252898.34375,541715.125,15169.53515625,Pantamo38
374460.15625,297977.09375,7077.04833984375,Kalubekovich
306181.9375,263830.03125,7792.66650390625,Steph_Curry_
298402.59375,313816.46875,10581.4990234375,litronique
267759.34375,515224.21875,12281.8046875,ELDER_FLOW3R
272423.25,345444.125,11819.927734375,Vladimir__1986
370375.34375,421348.53125,6576.0107421875,Filya999
279607.65625,315935.78125,17525.70703125,aribarb
513623.875,403604.9375,13291.8896484375,D2aSm1LeAKTOBEKz
473592.75,453546.53125,15334.8603515625,DayeLv13
271149.625,348728.40625,9956.3798828125,4pokskyi
367670.9375,424295.8125,6519.42041015625,Monroooy-
301489.65625,509951.84375,11935.4794921875,SoooSaaaC
309774.03125,528034.5,11962.380859375,Sensemillla
518201.5625,424440.8125,10409.755859375,TaoTao-Mio-_hgo
380310.0625,319802.5,12597.0947265625,Ranadel
343878.3125,735519.25,2226.57275390625,FYG_CY415
267989.15625,514396.78125,12456.5712890625,CallMeRomero
329210.21875,527213.5625,13864.6982421875,8k_hours-
243745.671875,400585.9375,17665.322265625,KRY_Mob7
374205.4375,298881.40625,8196.6171875,KZ_ARDAGER-
348874.25,737449.375,884.8753051757812,Ghost2-mR
374854.0625,434072.25,5608.16455078125,Ccysd--MM
241483.953125,401994.5,18984.677734375,0376_zhou1kunnn
380867.1875,317845.21875,12297.05078125,xandrrr-
375568.75,436416.75,6311.27099609375,LeBron_forever99
375446.90625,435857.03125,4858.130859375,heojinsung05
372100.5,297320.78125,8196.5869140625,4e6yPek48
233924.1875,410748.3125,11452.873046875,Cs1996_
375763.8125,434853.5,5608.171875,jwdhh12
238398.875,416681.46875,15108.1474609375,KRY_Moes
371834.96875,299384.78125,7224.80810546875,The_Blackhand
365612.34375,298166.5,8367.95703125,qazaqrec22
504471.9375,430186.3125,9526.080078125,bfdgbfgh
374466.46875,294280.6875,8526.5751953125,DaurkhanKz02
381061.1875,318955.25,12596.9609375,Exxtrim5
374538.25,297603.21875,7985.23779296875,lambo_arena1
312899.78125,554908.25,9443.53515625,huajioxiaomue
347070.8125,736047.9375,1407.87646484375,BeautifulBOY666-
364186.65625,435841.78125,5186.63671875,Sportik38ru
366827.625,439750.1875,5238.7451171875,Otkly4aYou_Telok
286423.53125,484932.34375,8803.658203125,SAMHAINN-
368681.71875,434473.28125,4953.47265625,70sheih
624494.125,70578.4609375,6170.1708984375,LiveOMG_Spry
593885.5,81756.6796875,7060.3271484375,ste64575
578404.5,72423.8671875,6638.951171875,DIxer_YouTube2
629961.625,121608.90625,11755.234375,gaspar_06
435565.71875,201887.859375,6132.5087890625,Melancho1y666
431001.90625,199337.625,6153.662109375,MADEZHIZHANG520
425261.03125,175016.640625,6714.33837890625,DarlingGo
581343.25,73879.6015625,6798.87255859375,PaPa_SeReN
375045.0625,434593.3125,5575.76318359375,Jaba-DUSHIT
517943.1875,429704.15625,9593.6083984375,Losiluminanos
378133.8125,427268.21875,5671.03759765625,faf0
377316.15625,428623.875,5109.85986328125,100WVW
502317.15625,423365.375,9761.4248046875,jouichi
357159.375,748528.6875,-1047.5697021484375,XpoM_
368836.90625,440557.125,5122.146484375,iClever_xSim1
365559.5625,441295.84375,4772.7734375,Sonogava
378185.65625,428543.5,5010.52001953125,aleeblin
351846.09375,236266.203125,9381.9599609375,MayBNextTime
380158.65625,429539.96875,4839.9580078125,Otkly4aYou_Telok
541606.3125,155332.765625,4731.55078125,Smoke_eee
477346.84375,366443.3125,9559.7529296875,Mr_Kerambit
326502.4375,352111.78125,13706.4765625,spanchbob01
452278.28125,669554.5625,9596.9404296875,Credand
370184.75,421348.625,6527.3115234375,ehe_miiske
326287.625,357789.1875,13775.7333984375,galymzhanoFF
514689.15625,374738.28125,12074.357421875,Si1entDark
367045.375,439336.125,6917.021484375,Sadovnik_-
488405.3125,353043.0625,12353.42578125,rost0k1_YT_TWICH
507419.46875,426843.875,10570.169921875,55_55fen
543949.8125,153931.671875,5611.97998046875,Persian_Sheikh
433290.8125,198732.25,6132.63232421875,xZitrakSSS
452371.09375,669816.3125,9799.9833984375,yang_qian_xi
429704.46875,175690.03125,6735.8837890625,PAPA12233
376739.25,433952.09375,5216.57080078125,YKT_Sprayerrr
565398.0625,148569.59375,5105.57421875,aribarb
405031.5,168352.53125,4238.37255859375,KTA010
351925.53125,236366.3125,9274.6962890625,DOSHIRAK228
375177.25,432564.71875,5472.99365234375,stasyanama
312159.375,121914.8671875,7377.98193359375,s41Me
541432.3125,147554.515625,4924.12255859375,AlexOnio
370577.5,421007.8125,6689.24072265625,MZFK_YAHIKO
475651.8125,359234.4375,9817.6796875,SIIINT
382853.78125,139089.875,5935.267578125,Ambros_90
370182.46875,424167.0625,6310.57958984375,XDD_NAPETS
366756.6875,440865.5625,7379.1708984375,Minulya__
367063.46875,439091.1875,6565.97021484375,70sheih
513733.40625,372918.9375,10860.09375,ayzx85
369031.15625,424417.0,6541.74072265625,TTV_Anaste1sha-
371700.5,422063.5,5940.65869140625,60fps400dpi
450854.09375,560061.75,20396.185546875,des1gner1993
558639.25,156440.109375,8298.65625,gaspar_06
468169.5625,68728.0703125,6175.53125,xEuGeNx
362829.625,135294.375,6847.64306640625,vantheruin
374695.0625,293991.625,8589.8330078125,nP0CT0_4epT
367658.125,289567.40625,8196.6201171875,gojoewx
375945.6875,293922.03125,7075.408203125,IraqBaghdad
360092.59375,288588.15625,7263.49951171875,Deucalion228
480001.5,429822.9375,11251.3037109375,CollousNes
340098.1875,494924.5625,7342.38720703125,EVERONEKZ
334731.125,470700.9375,7017.06787109375,Einsword-
340305.25,494595.375,6725.92041015625,Excommun1cat1on
361102.15625,508731.5,8367.75,DOKHUYADELOV
441941.3125,547487.5625,20757.5078125,Makmay
451482.59375,555963.0,19772.890625,Tri_ton
449244.03125,545939.5625,21534.607421875,kb-kamal
261637.078125,530068.125,15070.478515625,Black_Butterfly7
364269.3125,433751.90625,5523.35498046875,TokaeV_g458
347978.1875,757578.5,-150.90371704101562,Qweuu44
369373.4375,439942.65625,5147.14111328125,MaQeKZ-
296365.09375,448662.6875,6798.04345703125,IVAto
272598.1875,543008.3125,15572.0166015625,hater89
256845.6875,537842.0,15231.53125,likvidator01
439914.4375,532238.625,21485.052734375,abaz13
512635.71875,360518.03125,11928.8984375,ERIK-KZ
351540.8125,748269.4375,-1133.70068359375,STr1pleS1xXx
265421.65625,549044.5,15884.6201171875,snysoviy666
365700.46875,440185.65625,6565.732421875,NikerSss
335317.625,747984.625,-1050.98291015625,versagerboring
359047.6875,748585.3125,-1146.89306640625,pr1zrak_official
368881.0,442140.28125,4819.26611328125,Kz13_-
634332.75,268266.4375,6819.4423828125,RoBiK1242
449939.9375,545616.8125,19609.859375,getokov
519226.59375,356757.4375,12565.388671875,DonEmir
259462.296875,526869.0,14851.076171875,ATAMAN_KG_1
378775.28125,294100.09375,10118.560546875,Maior-
638179.75,417187.46875,12461.1884765625,aribarb
611461.5625,453487.3125,16795.5234375,Saurfangg
623544.5,436923.0625,9514.65234375,Tazd1ed-
645281.25,246252.359375,5755.08251953125,sintopluv
512122.59375,359959.1875,12025.310546875,nirakko
383248.34375,292493.65625,7048.81396484375,H_Block_0816
367837.125,303608.03125,7476.76904296875,13Fistik
371350.28125,448110.34375,5101.40087890625,haba06
437749.15625,280191.28125,5414.14306640625,lTALYASHKA
277739.96875,526802.8125,11162.6259765625,JEKAJIO
369373.375,424378.25,6549.2099609375,LN_1000IQ
367071.5625,442079.71875,5126.81201171875,Akwwwwww1997
367937.28125,439287.15625,7235.07958984375,Luckeroff
278100.34375,521734.21875,12309.8203125,kolott
653883.625,248342.71875,5857.12939453125,SPECOPEARCIYA
440570.84375,278554.96875,5960.3505859375,CVSSlUS
370930.375,443179.65625,4635.38916015625,Edward_stock
274133.40625,529070.0,11805.0107421875,Casus1991
367304.28125,438660.53125,6589.10009765625,Nanzat
518134.59375,372572.4375,10853.1767578125,Grizi174
534254.375,366654.4375,9357.9755859375,SenzurO
526320.0,372159.40625,9775.42578125,QzQ_-_A_J
252906.03125,536567.0,15129.25390625,BAUYRSAQ_Q
596864.1875,278413.21875,10659.875,option_C
397096.03125,365656.125,8442.220703125,Jey7Jey
369552.53125,443892.03125,4810.443359375,sexyxan
263114.40625,530278.9375,14386.552734375,Kyrgyzstan-_-
367938.875,421573.0625,6607.20263671875,You_are_killed
267707.125,516604.25,13352.1865234375,Binch0u-tan
267961.6875,529651.1875,11363.431640625,2MAH
590862.375,70612.46875,7250.42626953125,xomker
452840.15625,667354.0,9062.4423828125,LILASLANBEK
266524.25,521615.40625,12440.9833984375,she1h6
273429.6875,526417.375,11561.099609375,Axeidex
566725.8125,292364.09375,12929.20703125,Nigmadick
375097.65625,434923.09375,5360.58056640625,NAXUIYA
375196.65625,434244.03125,5046.39599609375,NagibatorAbxazii
376440.59375,433853.6875,5608.1279296875,Steel_AHYC_Beg
375011.8125,435539.65625,4858.1923828125,12_ZoOmEr_21
